Compound.and.Iso.name,iso.mz,RT..min.,z,Column,Compound.Name,Emperical.Formula,m.z,C,N,this.N,possibilities,names.isotopes,X,Compound.Type,Compound.Name_old,Compound.Name_figure,QE.LinRange,QE.RF.ratio,QE.RSD,TQS.LinRange,TQS.RF.ratio,TQS.RSD,ionization_form,C0,Fraction1,Fraction2,Conc..uM,HILICMix,Date.added,CHEBI,KEGGNAME
Pyridoxine_13C-2 15N-0,172.088427,0.88,1,RP,Pyridoxine,C8H11NO3,170.081719,8,N,1,18,13C-2 15N-0,130,Vitamin,Vitamin B6,Vit B6,5 - >10000,0.286,2.6,5000 - 5000,0.25,3.4,[M+H],cpd:C00314,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16709,Pyridoxine; Pyridoxol
Pyridoxine_13C-2 15N-1,173.085463,0.88,1,RP,Pyridoxine,C8H11NO3,170.081719,8,N,1,18,13C-2 15N-1,130,Vitamin,Vitamin B6,Vit B6,5 - >10000,0.286,2.6,5000 - 5000,0.25,3.4,[M+H],cpd:C00314,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16709,Pyridoxine; Pyridoxol
Pyridoxine_13C-3 15N-0,173.091781,0.88,1,RP,Pyridoxine,C8H11NO3,170.081719,8,N,1,18,13C-3 15N-0,130,Vitamin,Vitamin B6,Vit B6,5 - >10000,0.286,2.6,5000 - 5000,0.25,3.4,[M+H],cpd:C00314,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16709,Pyridoxine; Pyridoxol
Pyridoxine_13C-3 15N-1,174.088817,0.88,1,RP,Pyridoxine,C8H11NO3,170.081719,8,N,1,18,13C-3 15N-1,130,Vitamin,Vitamin B6,Vit B6,5 - >10000,0.286,2.6,5000 - 5000,0.25,3.4,[M+H],cpd:C00314,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16709,Pyridoxine; Pyridoxol
Pyridoxine_13C-4 15N-0,174.095135,0.88,1,RP,Pyridoxine,C8H11NO3,170.081719,8,N,1,18,13C-4 15N-0,130,Vitamin,Vitamin B6,Vit B6,5 - >10000,0.286,2.6,5000 - 5000,0.25,3.4,[M+H],cpd:C00314,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16709,Pyridoxine; Pyridoxol
Pyridoxine_13C-4 15N-1,175.092171,0.88,1,RP,Pyridoxine,C8H11NO3,170.081719,8,N,1,18,13C-4 15N-1,130,Vitamin,Vitamin B6,Vit B6,5 - >10000,0.286,2.6,5000 - 5000,0.25,3.4,[M+H],cpd:C00314,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16709,Pyridoxine; Pyridoxol
Pyridoxine_13C-5 15N-0,175.098489,0.88,1,RP,Pyridoxine,C8H11NO3,170.081719,8,N,1,18,13C-5 15N-0,130,Vitamin,Vitamin B6,Vit B6,5 - >10000,0.286,2.6,5000 - 5000,0.25,3.4,[M+H],cpd:C00314,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16709,Pyridoxine; Pyridoxol
Pyridoxine_13C-5 15N-1,176.095525,0.88,1,RP,Pyridoxine,C8H11NO3,170.081719,8,N,1,18,13C-5 15N-1,130,Vitamin,Vitamin B6,Vit B6,5 - >10000,0.286,2.6,5000 - 5000,0.25,3.4,[M+H],cpd:C00314,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16709,Pyridoxine; Pyridoxol
Riboflavin_13C-0 15N-0,377.146111,4.39,1,RP,Riboflavin,C17H20N4O6,377.146111,17,N4,4,90,13C-0 15N-0,127,Vitamin,Vitamin B2,Vit B1,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,[M+H],cpd:C00255,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17015,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2"
Riboflavin_13C-0 15N-1,378.143147,4.39,1,RP,Riboflavin,C17H20N4O6,377.146111,17,N4,4,90,13C-0 15N-1,127,Vitamin,Vitamin B2,Vit B1,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,[M+H],cpd:C00255,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17015,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2"
Riboflavin_13C-1 15N-0,378.149465,4.39,1,RP,Riboflavin,C17H20N4O6,377.146111,17,N4,4,90,13C-1 15N-0,127,Vitamin,Vitamin B2,Vit B1,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,[M+H],cpd:C00255,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17015,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2"
Riboflavin_13C-1 15N-1,379.146501,4.39,1,RP,Riboflavin,C17H20N4O6,377.146111,17,N4,4,90,13C-1 15N-1,127,Vitamin,Vitamin B2,Vit B1,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,[M+H],cpd:C00255,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17015,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2"
Riboflavin_13C-2 15N-0,379.152819,4.39,1,RP,Riboflavin,C17H20N4O6,377.146111,17,N4,4,90,13C-2 15N-0,127,Vitamin,Vitamin B2,Vit B1,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,[M+H],cpd:C00255,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17015,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2"
Riboflavin_13C-2 15N-1,380.149855,4.39,1,RP,Riboflavin,C17H20N4O6,377.146111,17,N4,4,90,13C-2 15N-1,127,Vitamin,Vitamin B2,Vit B1,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,[M+H],cpd:C00255,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17015,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2"
Riboflavin_13C-3 15N-0,380.156173,4.39,1,RP,Riboflavin,C17H20N4O6,377.146111,17,N4,4,90,13C-3 15N-0,127,Vitamin,Vitamin B2,Vit B1,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,[M+H],cpd:C00255,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17015,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2"
Riboflavin_13C-3 15N-1,381.153209,4.39,1,RP,Riboflavin,C17H20N4O6,377.146111,17,N4,4,90,13C-3 15N-1,127,Vitamin,Vitamin B2,Vit B1,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,[M+H],cpd:C00255,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17015,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2"
Riboflavin_13C-4 15N-0,381.159527,4.39,1,RP,Riboflavin,C17H20N4O6,377.146111,17,N4,4,90,13C-4 15N-0,127,Vitamin,Vitamin B2,Vit B1,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,[M+H],cpd:C00255,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17015,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2"
Riboflavin_13C-4 15N-1,382.156563,4.39,1,RP,Riboflavin,C17H20N4O6,377.146111,17,N4,4,90,13C-4 15N-1,127,Vitamin,Vitamin B2,Vit B1,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,[M+H],cpd:C00255,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17015,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2"
Riboflavin_13C-5 15N-0,382.162881,4.39,1,RP,Riboflavin,C17H20N4O6,377.146111,17,N4,4,90,13C-5 15N-0,127,Vitamin,Vitamin B2,Vit B1,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,[M+H],cpd:C00255,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17015,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2"
Riboflavin_13C-5 15N-1,383.159917,4.39,1,RP,Riboflavin,C17H20N4O6,377.146111,17,N4,4,90,13C-5 15N-1,127,Vitamin,Vitamin B2,Vit B1,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,[M+H],cpd:C00255,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17015,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2"
Thiamine_13C-0 15N-0,265.112308,0.69,1,RP,Thiamine,C12H17N4OS,265.112308,12,N4,4,65,13C-0 15N-0,126,Vitamin,Vitamin B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,[M],cpd:C00378,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:18385,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
Thiamine_13C-0 15N-1,266.109344,0.69,1,RP,Thiamine,C12H17N4OS,265.112308,12,N4,4,65,13C-0 15N-1,126,Vitamin,Vitamin B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,[M],cpd:C00378,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:18385,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
Thiamine_13C-1 15N-0,266.115662,0.69,1,RP,Thiamine,C12H17N4OS,265.112308,12,N4,4,65,13C-1 15N-0,126,Vitamin,Vitamin B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,[M],cpd:C00378,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:18385,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
Thiamine_13C-1 15N-1,267.112698,0.69,1,RP,Thiamine,C12H17N4OS,265.112308,12,N4,4,65,13C-1 15N-1,126,Vitamin,Vitamin B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,[M],cpd:C00378,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:18385,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
Thiamine_13C-2 15N-0,267.119016,0.69,1,RP,Thiamine,C12H17N4OS,265.112308,12,N4,4,65,13C-2 15N-0,126,Vitamin,Vitamin B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,[M],cpd:C00378,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:18385,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
Thiamine_13C-2 15N-1,268.116052,0.69,1,RP,Thiamine,C12H17N4OS,265.112308,12,N4,4,65,13C-2 15N-1,126,Vitamin,Vitamin B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,[M],cpd:C00378,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:18385,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
Thiamine_13C-3 15N-0,268.12237,0.69,1,RP,Thiamine,C12H17N4OS,265.112308,12,N4,4,65,13C-3 15N-0,126,Vitamin,Vitamin B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,[M],cpd:C00378,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:18385,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
Thiamine_13C-3 15N-1,269.119406,0.69,1,RP,Thiamine,C12H17N4OS,265.112308,12,N4,4,65,13C-3 15N-1,126,Vitamin,Vitamin B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,[M],cpd:C00378,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:18385,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
Thiamine_13C-4 15N-0,269.125724,0.69,1,RP,Thiamine,C12H17N4OS,265.112308,12,N4,4,65,13C-4 15N-0,126,Vitamin,Vitamin B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,[M],cpd:C00378,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:18385,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
Thiamine_13C-4 15N-1,270.12276,0.69,1,RP,Thiamine,C12H17N4OS,265.112308,12,N4,4,65,13C-4 15N-1,126,Vitamin,Vitamin B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,[M],cpd:C00378,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:18385,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
Thiamine_13C-5 15N-0,270.129078,0.69,1,RP,Thiamine,C12H17N4OS,265.112308,12,N4,4,65,13C-5 15N-0,126,Vitamin,Vitamin B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,[M],cpd:C00378,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:18385,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
Thiamine_13C-5 15N-1,271.126114,0.69,1,RP,Thiamine,C12H17N4OS,265.112308,12,N4,4,65,13C-5 15N-1,126,Vitamin,Vitamin B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,[M],cpd:C00378,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:18385,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
Choline_13C-0 15N-0,104.107539,0.69,1,RP,Choline,C5H14NO,104.107539,5,N,1,12,13C-0 15N-0,45,Vitamin (B-like),Choline,Choline,<0.5 - >10000,0.172,2.7,<0.5 - 5000,0.136,1.8,[M],cpd:C00114,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15354,Choline; Bilineurine
Choline_13C-0 15N-1,105.104575,0.69,1,RP,Choline,C5H14NO,104.107539,5,N,1,12,13C-0 15N-1,45,Vitamin (B-like),Choline,Choline,<0.5 - >10000,0.172,2.7,<0.5 - 5000,0.136,1.8,[M],cpd:C00114,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15354,Choline; Bilineurine
Choline_13C-1 15N-0,105.110893,0.69,1,RP,Choline,C5H14NO,104.107539,5,N,1,12,13C-1 15N-0,45,Vitamin (B-like),Choline,Choline,<0.5 - >10000,0.172,2.7,<0.5 - 5000,0.136,1.8,[M],cpd:C00114,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15354,Choline; Bilineurine
Choline_13C-1 15N-1,106.107929,0.69,1,RP,Choline,C5H14NO,104.107539,5,N,1,12,13C-1 15N-1,45,Vitamin (B-like),Choline,Choline,<0.5 - >10000,0.172,2.7,<0.5 - 5000,0.136,1.8,[M],cpd:C00114,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15354,Choline; Bilineurine
Choline_13C-2 15N-0,106.114247,0.69,1,RP,Choline,C5H14NO,104.107539,5,N,1,12,13C-2 15N-0,45,Vitamin (B-like),Choline,Choline,<0.5 - >10000,0.172,2.7,<0.5 - 5000,0.136,1.8,[M],cpd:C00114,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15354,Choline; Bilineurine
Choline_13C-2 15N-1,107.111283,0.69,1,RP,Choline,C5H14NO,104.107539,5,N,1,12,13C-2 15N-1,45,Vitamin (B-like),Choline,Choline,<0.5 - >10000,0.172,2.7,<0.5 - 5000,0.136,1.8,[M],cpd:C00114,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15354,Choline; Bilineurine
Choline_13C-3 15N-0,107.117601,0.69,1,RP,Choline,C5H14NO,104.107539,5,N,1,12,13C-3 15N-0,45,Vitamin (B-like),Choline,Choline,<0.5 - >10000,0.172,2.7,<0.5 - 5000,0.136,1.8,[M],cpd:C00114,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15354,Choline; Bilineurine
Choline_13C-3 15N-1,108.114637,0.69,1,RP,Choline,C5H14NO,104.107539,5,N,1,12,13C-3 15N-1,45,Vitamin (B-like),Choline,Choline,<0.5 - >10000,0.172,2.7,<0.5 - 5000,0.136,1.8,[M],cpd:C00114,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15354,Choline; Bilineurine
Choline_13C-4 15N-0,108.120955,0.69,1,RP,Choline,C5H14NO,104.107539,5,N,1,12,13C-4 15N-0,45,Vitamin (B-like),Choline,Choline,<0.5 - >10000,0.172,2.7,<0.5 - 5000,0.136,1.8,[M],cpd:C00114,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15354,Choline; Bilineurine
Choline_13C-4 15N-1,109.117991,0.69,1,RP,Choline,C5H14NO,104.107539,5,N,1,12,13C-4 15N-1,45,Vitamin (B-like),Choline,Choline,<0.5 - >10000,0.172,2.7,<0.5 - 5000,0.136,1.8,[M],cpd:C00114,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15354,Choline; Bilineurine
Choline_13C-5 15N-0,109.124309,0.69,1,RP,Choline,C5H14NO,104.107539,5,N,1,12,13C-5 15N-0,45,Vitamin (B-like),Choline,Choline,<0.5 - >10000,0.172,2.7,<0.5 - 5000,0.136,1.8,[M],cpd:C00114,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15354,Choline; Bilineurine
Choline_13C-5 15N-1,110.121345,0.69,1,RP,Choline,C5H14NO,104.107539,5,N,1,12,13C-5 15N-1,45,Vitamin (B-like),Choline,Choline,<0.5 - >10000,0.172,2.7,<0.5 - 5000,0.136,1.8,[M],cpd:C00114,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15354,Choline; Bilineurine
Thiamine diphosphate_13C-0 15N-0,425.044974,0.67,1,RP,Thiamine diphosphate,C12H19N4O7P2S,425.044974,12,N4,4,65,13C-0 15N-0,112,Vitamin (B1-derivative),thiamine pyrophosphate,TPP,NA,0.026,65.4,NA,0.073,12.8,[M],cpd:C00068,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9532,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP
Thiamine diphosphate_13C-0 15N-1,426.04201,0.67,1,RP,Thiamine diphosphate,C12H19N4O7P2S,425.044974,12,N4,4,65,13C-0 15N-1,112,Vitamin (B1-derivative),thiamine pyrophosphate,TPP,NA,0.026,65.4,NA,0.073,12.8,[M],cpd:C00068,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9532,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP
Thiamine diphosphate_13C-1 15N-0,426.048328,0.67,1,RP,Thiamine diphosphate,C12H19N4O7P2S,425.044974,12,N4,4,65,13C-1 15N-0,112,Vitamin (B1-derivative),thiamine pyrophosphate,TPP,NA,0.026,65.4,NA,0.073,12.8,[M],cpd:C00068,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9532,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP
Thiamine diphosphate_13C-1 15N-1,427.045364,0.67,1,RP,Thiamine diphosphate,C12H19N4O7P2S,425.044974,12,N4,4,65,13C-1 15N-1,112,Vitamin (B1-derivative),thiamine pyrophosphate,TPP,NA,0.026,65.4,NA,0.073,12.8,[M],cpd:C00068,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9532,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP
Thiamine diphosphate_13C-2 15N-0,427.051682,0.67,1,RP,Thiamine diphosphate,C12H19N4O7P2S,425.044974,12,N4,4,65,13C-2 15N-0,112,Vitamin (B1-derivative),thiamine pyrophosphate,TPP,NA,0.026,65.4,NA,0.073,12.8,[M],cpd:C00068,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9532,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP
Thiamine diphosphate_13C-2 15N-1,428.048718,0.67,1,RP,Thiamine diphosphate,C12H19N4O7P2S,425.044974,12,N4,4,65,13C-2 15N-1,112,Vitamin (B1-derivative),thiamine pyrophosphate,TPP,NA,0.026,65.4,NA,0.073,12.8,[M],cpd:C00068,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9532,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP
Thiamine diphosphate_13C-3 15N-0,428.055036,0.67,1,RP,Thiamine diphosphate,C12H19N4O7P2S,425.044974,12,N4,4,65,13C-3 15N-0,112,Vitamin (B1-derivative),thiamine pyrophosphate,TPP,NA,0.026,65.4,NA,0.073,12.8,[M],cpd:C00068,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9532,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP
Thiamine diphosphate_13C-3 15N-1,429.052072,0.67,1,RP,Thiamine diphosphate,C12H19N4O7P2S,425.044974,12,N4,4,65,13C-3 15N-1,112,Vitamin (B1-derivative),thiamine pyrophosphate,TPP,NA,0.026,65.4,NA,0.073,12.8,[M],cpd:C00068,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9532,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP
Thiamine diphosphate_13C-4 15N-0,429.05839,0.67,1,RP,Thiamine diphosphate,C12H19N4O7P2S,425.044974,12,N4,4,65,13C-4 15N-0,112,Vitamin (B1-derivative),thiamine pyrophosphate,TPP,NA,0.026,65.4,NA,0.073,12.8,[M],cpd:C00068,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9532,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP
Thiamine diphosphate_13C-4 15N-1,430.055426,0.67,1,RP,Thiamine diphosphate,C12H19N4O7P2S,425.044974,12,N4,4,65,13C-4 15N-1,112,Vitamin (B1-derivative),thiamine pyrophosphate,TPP,NA,0.026,65.4,NA,0.073,12.8,[M],cpd:C00068,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9532,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP
Thiamine diphosphate_13C-5 15N-0,430.061744,0.67,1,RP,Thiamine diphosphate,C12H19N4O7P2S,425.044974,12,N4,4,65,13C-5 15N-0,112,Vitamin (B1-derivative),thiamine pyrophosphate,TPP,NA,0.026,65.4,NA,0.073,12.8,[M],cpd:C00068,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9532,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP
Thiamine diphosphate_13C-5 15N-1,431.05878,0.67,1,RP,Thiamine diphosphate,C12H19N4O7P2S,425.044974,12,N4,4,65,13C-5 15N-1,112,Vitamin (B1-derivative),thiamine pyrophosphate,TPP,NA,0.026,65.4,NA,0.073,12.8,[M],cpd:C00068,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9532,Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP
Thiamine monophosphate_13C-0 15N-0,345.078641,0.67,1,RP,Thiamine monophosphate,C12H18N4O4PS,345.078641,12,N4,4,65,13C-0 15N-0,111,Vitamin (B1-derivative),Thiamine monophosphate,TMP,NA,0.014,27.6,NA,0.01,13.8,[M],cpd:C01081,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9533,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP
Thiamine monophosphate_13C-0 15N-1,346.075677,0.67,1,RP,Thiamine monophosphate,C12H18N4O4PS,345.078641,12,N4,4,65,13C-0 15N-1,111,Vitamin (B1-derivative),Thiamine monophosphate,TMP,NA,0.014,27.6,NA,0.01,13.8,[M],cpd:C01081,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9533,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP
Thiamine monophosphate_13C-1 15N-0,346.081995,0.67,1,RP,Thiamine monophosphate,C12H18N4O4PS,345.078641,12,N4,4,65,13C-1 15N-0,111,Vitamin (B1-derivative),Thiamine monophosphate,TMP,NA,0.014,27.6,NA,0.01,13.8,[M],cpd:C01081,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9533,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP
Thiamine monophosphate_13C-1 15N-1,347.079031,0.67,1,RP,Thiamine monophosphate,C12H18N4O4PS,345.078641,12,N4,4,65,13C-1 15N-1,111,Vitamin (B1-derivative),Thiamine monophosphate,TMP,NA,0.014,27.6,NA,0.01,13.8,[M],cpd:C01081,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9533,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP
Thiamine monophosphate_13C-2 15N-0,347.085349,0.67,1,RP,Thiamine monophosphate,C12H18N4O4PS,345.078641,12,N4,4,65,13C-2 15N-0,111,Vitamin (B1-derivative),Thiamine monophosphate,TMP,NA,0.014,27.6,NA,0.01,13.8,[M],cpd:C01081,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9533,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP
Thiamine monophosphate_13C-2 15N-1,348.082385,0.67,1,RP,Thiamine monophosphate,C12H18N4O4PS,345.078641,12,N4,4,65,13C-2 15N-1,111,Vitamin (B1-derivative),Thiamine monophosphate,TMP,NA,0.014,27.6,NA,0.01,13.8,[M],cpd:C01081,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9533,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP
Thiamine monophosphate_13C-3 15N-0,348.088703,0.67,1,RP,Thiamine monophosphate,C12H18N4O4PS,345.078641,12,N4,4,65,13C-3 15N-0,111,Vitamin (B1-derivative),Thiamine monophosphate,TMP,NA,0.014,27.6,NA,0.01,13.8,[M],cpd:C01081,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9533,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP
Thiamine monophosphate_13C-3 15N-1,349.085739,0.67,1,RP,Thiamine monophosphate,C12H18N4O4PS,345.078641,12,N4,4,65,13C-3 15N-1,111,Vitamin (B1-derivative),Thiamine monophosphate,TMP,NA,0.014,27.6,NA,0.01,13.8,[M],cpd:C01081,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9533,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP
Thiamine monophosphate_13C-4 15N-0,349.092057,0.67,1,RP,Thiamine monophosphate,C12H18N4O4PS,345.078641,12,N4,4,65,13C-4 15N-0,111,Vitamin (B1-derivative),Thiamine monophosphate,TMP,NA,0.014,27.6,NA,0.01,13.8,[M],cpd:C01081,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9533,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP
Thiamine monophosphate_13C-4 15N-1,350.089093,0.67,1,RP,Thiamine monophosphate,C12H18N4O4PS,345.078641,12,N4,4,65,13C-4 15N-1,111,Vitamin (B1-derivative),Thiamine monophosphate,TMP,NA,0.014,27.6,NA,0.01,13.8,[M],cpd:C01081,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:9533,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP
