Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk,Area.filled.w.background,all.area,MID,Time of day,Vol Filtered (L),Incubation time (hr),Time since last sample (hr),total.GBT.nM.in.sample,total.GBT.nM.in.sample.sd,GBT.nM,GBT.nM.sd
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_B,Glycine betaine_13C-2 15N-0,7.98,1016449,0,72524,HILICPos,0,2,200605,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,1016449,120.093512,7.86,HILIC,5699,1010750,1010750,6364756511,1.588041896423145e-4,1000,2,100,49,2.0969638312654117,0.09609418147469986,3.3300664193334687e-4,1.5260158618431225e-5
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_C,Glycine betaine_13C-2 15N-0,7.97,1026548,0,88754,HILICPos,0,2,200605,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,1026548,120.093512,7.86,HILIC,5699,1020849,1020849,6258701003,1.6310876642144651e-4,1000,2,100,49,1.9351222060015731,0.08867772618043818,3.156353958956649e-4,1.4464114526350084e-5
Glycine betaine,200605_Smp_GBTFate1MT0-pos_A,Glycine betaine_13C-3 15N-0,10.08,NA,0,3276,HILICPos,0,3,200605,Smp,GBTFate1MT0,pos,A,0,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1959,121.096866,7.86,HILIC,3488,NA,0,1416111462,0,900,2,0.5,0,0.46883913404280114,0.021484735290814735,0,0
Glycine betaine,200605_Smp_GBTFate1MT0-pos_B,Glycine betaine_13C-3 15N-0,9.4,NA,0,1948,HILICPos,0,3,200605,Smp,GBTFate1MT0,pos,B,0,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1694,121.096866,7.86,HILIC,3488,NA,0,1582791441,0,900,2,0.5,0,0.5416364454577615,0.02482070034165592,0,0
Glycine betaine,200605_Smp_GBTFate1MT0-pos_C,Glycine betaine_13C-3 15N-0,8.77,NA,0,1607,HILICPos,0,3,200605,Smp,GBTFate1MT0,pos,C,0,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1817,121.096866,7.86,HILIC,3488,NA,0,2384071873,0,900,1.95,0.5,0,0.8268328671124805,0.03788993705895573,0,0
Glycine betaine,200605_Smp_GBTFate1MT12-pos_A,Glycine betaine_13C-3 15N-0,7.9,NA,0,10303,HILICPos,0,3,200605,Smp,GBTFate1MT12,pos,A,12,Fate1,comparable to blank,ok,ok,ok,something is wrong,5873,121.096866,7.86,HILIC,3488,NA,0,4370402808,0,1930,2,12.5,3.5,1.3172142302747538,0.06036185336048296,0,0
Glycine betaine,200605_Smp_GBTFate1MT12-pos_B,Glycine betaine_13C-3 15N-0,8.96,NA,0,1618,HILICPos,0,3,200605,Smp,GBTFate1MT12,pos,B,12,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1115,121.096866,7.86,HILIC,3488,NA,0,3081739350,0,1930,2,12.5,3.5,1.041704299592832,0.047736503851686554,0,0
Glycine betaine,200605_Smp_GBTFate1MT12-pos_C,Glycine betaine_13C-3 15N-0,8.38,NA,0,2007,HILICPos,0,3,200605,Smp,GBTFate1MT12,pos,C,12,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1232,121.096866,7.86,HILIC,3488,NA,0,3418932086,0,1930,2,12.5,3.5,1.0876936292472323,0.04984398273320971,0,0
Glycine betaine,200605_Smp_GBTFate1MT36-pos_A,Glycine betaine_13C-3 15N-0,8.11,36428,0,26742,HILICPos,0,3,200605,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,36428,121.096866,7.86,HILIC,3488,32940,32940,8042021606,4.095985016432198e-6,1900,2,36,23.5,2.603777343824155,0.11931910740022758,1.0665032986429366e-5,4.887292760853964e-7
Glycine betaine,200605_Smp_GBTFate1MT36-pos_B,Glycine betaine_13C-3 15N-0,8.15,59168,0,18877,HILICPos,0,3,200605,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,59168,121.096866,7.86,HILIC,3488,55680,55680,7951864951,7.002130989787228e-6,1900,2,36,23.5,2.691209204120955,0.12332570633377299,1.884419936817596e-5,8.635427501571109e-7
Glycine betaine,200605_Smp_GBTFate1MT36-pos_C,Glycine betaine_13C-3 15N-0,8.07,180301,0,45179,HILICPos,0,3,200605,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,180301,121.096866,7.86,HILIC,3488,176813,176813,10312259693,1.7145902572645772e-5,1900,2,36,23.5,3.2427091296512245,0.14859840447812236,5.559917480842886e-5,2.5478537656324953e-6
Glycine betaine,200605_Smp_GBTFate1MT4-pos_A,Glycine betaine_13C-3 15N-0,7.69,NA,0,0,HILICPos,0,3,200605,Smp,GBTFate1MT4,pos,A,4,Fate1,comparable to blank,NA,too small,bad RT,something is wrong,0,121.096866,7.86,HILIC,3488,NA,0,1887726747,0,1200,2,4.5,4.25,0.6318983026278011,0.02895698498034095,0,0
Glycine betaine,200605_Smp_GBTFate1MT4-pos_B,Glycine betaine_13C-3 15N-0,7.74,NA,0,0,HILICPos,0,3,200605,Smp,GBTFate1MT4,pos,B,4,Fate1,comparable to blank,NA,too small,ok,something is wrong,0,121.096866,7.86,HILIC,3488,NA,0,3258720826,0,1200,2,4.5,4.25,1.0346583424523355,0.04741362013093432,0,0
Glycine betaine,200605_Smp_GBTFate1MT4-pos_C,Glycine betaine_13C-3 15N-0,7.44,NA,0,0,HILICPos,0,3,200605,Smp,GBTFate1MT4,pos,C,4,Fate1,comparable to blank,NA,too small,bad RT,something is wrong,0,121.096866,7.86,HILIC,3488,NA,0,2487934877,0,1200,2,4.5,4.25,0.8503859534363009,0.03896926638154336,0,0
Glycine betaine,200605_Smp_GBTFate1MT50-pos_A,Glycine betaine_13C-3 15N-0,8.06,30931,0,19377,HILICPos,0,3,200605,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,30931,121.096866,7.86,HILIC,3488,27443,27443,9019146847,3.0427489945047573e-6,900,2,50,14,2.8746007932837676,0.13172969708802001,8.746688673366762e-6,4.008204033609892e-7
Glycine betaine,200605_Smp_GBTFate1MT50-pos_B,Glycine betaine_13C-3 15N-0,8.01,30493,0,17792,HILICPos,0,3,200605,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,30493,121.096866,7.86,HILIC,3488,27005,27005,6508570849,4.149144355423149e-6,900,2,50,14,2.1730518774890673,0.09958094572540185,9.01630593152544e-6,4.131757188642501e-7
Glycine betaine,200605_Smp_GBTFate1MT50-pos_C,Glycine betaine_13C-3 15N-0,7.89,38559,0,23332,HILICPos,0,3,200605,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,38559,121.096866,7.86,HILIC,3488,35071,35071,9397733538,3.7318572460252703e-6,900,2,50,14,2.7974322586842186,0.12819341903811637,1.043961784483554e-5,4.783995397301484e-7
Glycine betaine,200605_Smp_GBTFate1MT8-pos_A,Glycine betaine_13C-3 15N-0,8.38,NA,0,2118,HILICPos,0,3,200605,Smp,GBTFate1MT8,pos,A,8,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1556,121.096866,7.86,HILIC,3488,NA,0,2521587362,0,1600,2,9,4.5,0.8143415700600675,0.03731751852320797,0,0
Glycine betaine,200605_Smp_GBTFate1MT8-pos_B,Glycine betaine_13C-3 15N-0,8.95,NA,0,2060,HILICPos,0,3,200605,Smp,GBTFate1MT8,pos,B,8,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1261,121.096866,7.86,HILIC,3488,NA,0,3453940543,0,1600,2,9,4.5,1.1177663241327487,0.051222075648631266,0,0
Glycine betaine,200605_Smp_GBTFate1MT8-pos_C,Glycine betaine_13C-3 15N-0,8.33,NA,0,1908,HILICPos,0,3,200605,Smp,GBTFate1MT8,pos,C,8,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,1425,121.096866,7.86,HILIC,3488,NA,0,4061483873,0,1600,2,9,4.5,1.3297617354890288,0.06093684765706445,0,0
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_A,Glycine betaine_13C-3 15N-0,7.95,104432,0,38037,HILICPos,0,3,200605,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,104432,121.096866,7.86,HILIC,3488,100944,100944,9850634590,1.0247461630794285e-5,800,1.9,98,48,3.2138423514111882,0.14727557316103954,3.2933726183507835e-5,1.5092007851209892e-6
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_B,Glycine betaine_13C-3 15N-0,7.99,75941,0,29951,HILICPos,0,3,200605,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,75941,121.096866,7.86,HILIC,3488,72453,72453,10695325516,6.7742678697915005e-6,800,1.8,98,48,3.9961915849558793,0.18312703044605574,2.7071272255497784e-5,1.2405515584410453e-6
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_C,Glycine betaine_13C-3 15N-0,8.01,222065,0,37771,HILICPos,0,3,200605,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,222065,121.096866,7.86,HILIC,3488,218577,218577,14009136281,1.5602460823830142e-5,800,2,98,48,4.5695424208749476,0.20940105504009482,7.129610660453132e-5,3.267171757731779e-6
Glycine betaine,200605_Smp_GBTFate2MT0-pos_A,Glycine betaine_13C-3 15N-0,7.75,NA,0,1755,HILICPos,0,3,200605,Smp,GBTFate2MT0,pos,A,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,1218,121.096866,7.86,HILIC,3488,NA,0,1896092748,0,700,2,0.3,0,0.6581653957833515,0.030160684719396123,0,0
Glycine betaine,200605_Smp_GBTFate2MT0-pos_B,Glycine betaine_13C-3 15N-0,7.9,NA,0,4440,HILICPos,0,3,200605,Smp,GBTFate2MT0,pos,B,0,Fate2,comparable to blank,ok,ok,ok,something is wrong,4271,121.096866,7.86,HILIC,3488,NA,0,1949568457,0,700,2,0.3,0,0.6843021363424275,0.03135841100012333,0,0
Glycine betaine,200605_Smp_GBTFate2MT0-pos_C,Glycine betaine_13C-3 15N-0,7.58,NA,0,1636,HILICPos,0,3,200605,Smp,GBTFate2MT0,pos,C,0,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,1164,121.096866,7.86,HILIC,3488,NA,0,1358236514,0,700,2,0.3,0,0.47435566327627077,0.021737532384101574,0,0
Glycine betaine,200605_Smp_GBTFate2MT12-pos_A,Glycine betaine_13C-3 15N-0,7.98,24140,0,11194,HILICPos,0,3,200605,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,24140,121.096866,7.86,HILIC,3488,20652,20652,3866920690,5.340683622864786e-6,1900,2,13,7,1.2168564699758444,0.05576292004233492,6.4988454205770475e-6,2.9781211383321666e-7
Glycine betaine,200605_Smp_GBTFate2MT12-pos_B,Glycine betaine_13C-3 15N-0,7.96,38688,0,13568,HILICPos,0,3,200605,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,38688,121.096866,7.86,HILIC,3488,35200,35200,4805483349,7.324965553636756e-6,1900,2,13,7,1.5187788803841433,0.06959863168622438,1.112500298240485e-5,5.098075796818453e-7
Glycine betaine,200605_Smp_GBTFate2MT12-pos_C,Glycine betaine_13C-3 15N-0,7.96,19970,0,12147,HILICPos,0,3,200605,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,19970,121.096866,7.86,HILIC,3488,16482,16482,3991647111,4.129122525530789e-6,1900,2,13,7,1.253344034731659,0.05743497685940425,5.1752110860501365e-6,2.371560567035057e-7
Glycine betaine,200605_Smp_GBTFate2MT24-pos_A,Glycine betaine_13C-3 15N-0,8.21,NA,0,4122,HILICPos,0,3,200605,Smp,GBTFate2MT24,pos,A,24,Fate2,comparable to blank,ok,ok,ok,something is wrong,2561,121.096866,7.86,HILIC,3488,NA,0,4411979127,0,700,2,25,12,1.484464650151627,0.0680261687672344,0,0
Glycine betaine,200605_Smp_GBTFate2MT24-pos_B,Glycine betaine_13C-3 15N-0,8.06,16671,0,15187,HILICPos,0,3,200605,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,16671,121.096866,7.86,HILIC,3488,13183,13183,6232642520,2.1151541994742864e-6,700,2,25,12,1.9003603435931633,0.08708475034324573,4.019555161265477e-6,1.84197675398686e-7
Glycine betaine,200605_Smp_GBTFate2MT24-pos_C,Glycine betaine_13C-3 15N-0,7.89,25665,0,19048,HILICPos,0,3,200605,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,25665,121.096866,7.86,HILIC,3488,22177,22177,5813655157,3.8146397405937506e-6,700,2,25,12,1.8894195807644454,0.0865833856401168,7.2074550194400374e-6,3.3028442373794386e-7
Glycine betaine,200605_Smp_GBTFate2MT48-pos_A,Glycine betaine_13C-3 15N-0,8,30784,0,15669,HILICPos,0,3,200605,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,30784,121.096866,7.86,HILIC,3488,27296,27296,5761912670,4.737315812181513e-6,900,2,51,26,1.780396199417159,0.0815873468739882,8.434299067446778e-6,3.865050284200823e-7
Glycine betaine,200605_Smp_GBTFate2MT48-pos_B,Glycine betaine_13C-3 15N-0,8.14,9803,0,10535,HILICPos,0,3,200605,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,9803,121.096866,7.86,HILIC,3488,6315,6315,7017527197,8.998896367227004e-7,900,2,51,26,2.3208271553496553,0.10635280519025508,2.0884883057237797e-6,9.570578722709878e-8
Glycine betaine,200605_Smp_GBTFate2MT48-pos_C,Glycine betaine_13C-3 15N-0,7.98,52370,0,31625,HILICPos,0,3,200605,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,52370,121.096866,7.86,HILIC,3488,48882,48882,7415374127,6.591980278111192e-6,900,2,51,26,2.253467142919579,0.10326600647580719,1.485481096349744e-5,6.807274780878236e-7
Glycine betaine,200605_Smp_GBTFate2MT5-pos_A,Glycine betaine_13C-3 15N-0,7.87,7668,0,8374,HILICPos,0,3,200605,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,7668,121.096866,7.86,HILIC,3488,4180,4180,2365046706,1.7674069562328551e-6,1300,2,6,5.75,0.823149447946153,0.03772114294599152,1.4548400603192652e-6,6.666861043979931e-8
Glycine betaine,200605_Smp_GBTFate2MT5-pos_B,Glycine betaine_13C-3 15N-0,8.06,12320,0,8234,HILICPos,0,3,200605,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,12320,121.096866,7.86,HILIC,3488,8832,8832,4361279685,2.025093696782714e-6,1300,2,6,5.75,1.3939611934709615,0.06387881273720147,2.822902026457753e-6,1.2936058103207002e-7
Glycine betaine,200605_Smp_GBTFate2MT5-pos_C,Glycine betaine_13C-3 15N-0,7.29,NA,0,2209,HILICPos,0,3,200605,Smp,GBTFate2MT5,pos,C,5,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,1374,121.096866,7.86,HILIC,3488,NA,0,2867442665,0,1300,2,6,5.75,0.8580203448942914,0.03931911533328724,0,0
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_A,Glycine betaine_13C-3 15N-0,8.03,85473,0,19069,HILICPos,0,3,200605,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,85473,121.096866,7.86,HILIC,3488,81985,81985,6626422340,1.2372438065877944e-5,1000,2,100,49,2.209071236614829,0.10123154683774656,2.733159705812937e-5,1.2524810435630415e-6
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_B,Glycine betaine_13C-3 15N-0,7.98,35350,0,19770,HILICPos,0,3,200605,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,35350,121.096866,7.86,HILIC,3488,31862,31862,6364756511,5.006004541561637e-6,1000,2,100,49,2.0969638312654117,0.09609418147469986,1.0497410462805143e-5,4.810479088799957e-7
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_C,Glycine betaine_13C-3 15N-0,8.06,42541,0,19863,HILICPos,0,3,200605,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,42541,121.096866,7.86,HILIC,3488,39053,39053,6258701003,6.239793206494546e-6,1000,2,100,49,1.9351222060015731,0.08867772618043818,1.2074762394745356e-5,5.533306733880817e-7
Glycine betaine,200605_Smp_GBTFate1MT0-pos_A,Glycine betaine_13C-3 15N-1,8.17,NA,0,2647,HILICPos,1,3,200605,Smp,GBTFate1MT0,pos,A,0,Fate1,comparable to blank,ok,ok,ok,something is wrong,1538,122.093902,7.86,HILIC,3636,NA,0,1416111462,0,900,2,0.5,0,0.46883913404280114,0.021484735290814735,0,0
Glycine betaine,200605_Smp_GBTFate1MT0-pos_B,Glycine betaine_13C-3 15N-1,7.96,14988,0,9124,HILICPos,1,3,200605,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,14988,122.093902,7.86,HILIC,3636,11352,11352,1582791441,7.172138859196674e-6,900,2,0.5,0,0.5416364454577615,0.02482070034165592,3.884691798024771e-6,1.780175094328666e-7
Glycine betaine,200605_Smp_GBTFate1MT0-pos_C,Glycine betaine_13C-3 15N-1,7.76,NA,0,0,HILICPos,1,3,200605,Smp,GBTFate1MT0,pos,C,0,Fate1,comparable to blank,NA,too small,ok,something is wrong,0,122.093902,7.86,HILIC,3636,NA,0,2384071873,0,900,1.95,0.5,0,0.8268328671124805,0.03788993705895573,0,0
Glycine betaine,200605_Smp_GBTFate1MT12-pos_A,Glycine betaine_13C-3 15N-1,7.96,535154,0,56780,HILICPos,1,3,200605,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,535154,122.093902,7.86,HILIC,3636,531518,531518,4370402808,1.2161762275711955e-4,1930,2,12.5,3.5,1.3172142302747538,0.06036185336048296,1.6019646334786462e-4,7.341065110915786e-6
Glycine betaine,200605_Smp_GBTFate1MT12-pos_B,Glycine betaine_13C-3 15N-1,8.05,304451,0,32628,HILICPos,1,3,200605,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,304451,122.093902,7.86,HILIC,3636,300815,300815,3081739350,9.761208390320226e-5,1930,2,12.5,3.5,1.041704299592832,0.047736503851686554,1.0168292749418206e-4,4.659659619216365e-6
Glycine betaine,200605_Smp_GBTFate1MT12-pos_C,Glycine betaine_13C-3 15N-1,7.97,430289,0,43809,HILICPos,1,3,200605,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,430289,122.093902,7.86,HILIC,3636,426653,426653,3418932086,1.2479130595985754e-4,1930,2,12.5,3.5,1.0876936292472323,0.04984398273320971,1.3573470847797923e-4,6.22009569951783e-6
Glycine betaine,200605_Smp_GBTFate1MT36-pos_A,Glycine betaine_13C-3 15N-1,8.07,1477805,0,103480,HILICPos,1,3,200605,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,1477805,122.093902,7.86,HILIC,3636,1474169,1474169,8042021606,1.8330826155703815e-4,1900,2,36,23.5,2.603777343824155,0.11931910740022758,4.7729389837800827e-4,2.1872178148073245e-5
Glycine betaine,200605_Smp_GBTFate1MT36-pos_B,Glycine betaine_13C-3 15N-1,8.01,1614833,0,121834,HILICPos,1,3,200605,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,1614833,122.093902,7.86,HILIC,3636,1611197,1611197,7951864951,2.0261875798046358e-4,1900,2,36,23.5,2.691209204120955,0.12332570633377299,5.452894664045798e-4,2.4988101444412476e-5
Glycine betaine,200605_Smp_GBTFate1MT36-pos_C,Glycine betaine_13C-3 15N-1,8.01,1924363,0,135320,HILICPos,1,3,200605,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,1924363,122.093902,7.86,HILIC,3636,1920727,1920727,10312259693,1.8625665539666312e-4,1900,2,36,23.5,3.2427091296512245,0.14859840447812236,6.039761569130615e-4,2.76774418153756e-5
Glycine betaine,200605_Smp_GBTFate1MT4-pos_A,Glycine betaine_13C-3 15N-1,7.96,86443,0,12433,HILICPos,1,3,200605,Smp,GBTFate1MT4,pos,A,4,Fate1,ok,ok,ok,ok,all ok,86443,122.093902,7.86,HILIC,3636,82807,82807,1887726747,4.3865988619167454e-5,1200,2,4.5,4.25,0.6318983026278011,0.02895698498034095,2.7718843751542357e-5,1.270226773593039e-6
Glycine betaine,200605_Smp_GBTFate1MT4-pos_B,Glycine betaine_13C-3 15N-1,8.03,280962,0,32459,HILICPos,1,3,200605,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,280962,122.093902,7.86,HILIC,3636,277326,277326,3258720826,8.510271815472174e-5,1200,2,4.5,4.25,1.0346583424523355,0.04741362013093432,8.805223730415268e-5,4.035027950697945e-6
Glycine betaine,200605_Smp_GBTFate1MT4-pos_C,Glycine betaine_13C-3 15N-1,7.95,201508,0,24074,HILICPos,1,3,200605,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,201508,122.093902,7.86,HILIC,3636,197872,197872,2487934877,7.95326283775554e-5,1200,2,4.5,4.25,0.8503859534363009,0.03896926638154336,6.763343001214245e-5,3.099328181269251e-6
Glycine betaine,200605_Smp_GBTFate1MT50-pos_A,Glycine betaine_13C-3 15N-1,7.99,1835969,0,127049,HILICPos,1,3,200605,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,1835969,122.093902,7.86,HILIC,3636,1832333,1832333,9019146847,2.031603466584515e-4,900,2,50,14,2.8746007932837676,0.13172969708802001,5.8400489366819e-4,2.6762250925614958e-5
Glycine betaine,200605_Smp_GBTFate1MT50-pos_B,Glycine betaine_13C-3 15N-1,7.99,1312479,0,101583,HILICPos,1,3,200605,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,1312479,122.093902,7.86,HILIC,3636,1308843,1308843,6508570849,2.010952988552157e-4,900,2,50,14,2.1730518774890673,0.09958094572540185,4.369905167315516e-4,2.0025260040934704e-5
Glycine betaine,200605_Smp_GBTFate1MT50-pos_C,Glycine betaine_13C-3 15N-1,7.96,1619170,0,126175,HILICPos,1,3,200605,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,1619170,122.093902,7.86,HILIC,3636,1615534,1615534,9397733538,1.7190676810185593e-4,900,2,50,14,2.7974322586842186,0.12819341903811637,4.80897538574279e-4,2.2037316358769513e-5
Glycine betaine,200605_Smp_GBTFate1MT8-pos_A,Glycine betaine_13C-3 15N-1,7.95,240615,0,24252,HILICPos,1,3,200605,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,240615,122.093902,7.86,HILIC,3636,236979,236979,2521587362,9.39800871352876e-5,1600,2,9,4.5,0.8143415700600675,0.03731751852320797,7.653189171213205e-5,3.507103642483794e-6
Glycine betaine,200605_Smp_GBTFate1MT8-pos_B,Glycine betaine_13C-3 15N-1,7.97,415525,0,36880,HILICPos,1,3,200605,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,415525,122.093902,7.86,HILIC,3636,411889,411889,3453940543,1.1925190803726004e-4,1600,2,9,4.5,1.1177663241327487,0.051222075648631266,0.00013329576689262472,6.108330254728152e-6
Glycine betaine,200605_Smp_GBTFate1MT8-pos_C,Glycine betaine_13C-3 15N-1,8.01,429599,0,31967,HILICPos,1,3,200605,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,429599,122.093902,7.86,HILIC,3636,425963,425963,4061483873,1.0487866339485524e-4,1600,2,9,4.5,1.3297617354890288,0.06093684765706445,1.3946363345171238e-4,6.390975133768835e-6
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_A,Glycine betaine_13C-3 15N-1,8.01,3453056,0,274115,HILICPos,1,3,200605,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,3453056,122.093902,7.86,HILIC,3636,3449420,3449420,9850634590,3.501723638700113e-4,800,1.9,98,48,3.2138423514111882,0.14727557316103954,0.0011253987732992115,5.157183559411201e-5
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_B,Glycine betaine_13C-3 15N-1,8.01,4057247,0,264571,HILICPos,1,3,200605,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,4057247,122.093902,7.86,HILIC,3636,4053611,4053611,10695325516,3.7900772575232765e-4,800,1.8,98,48,3.9961915849558793,0.18312703044605574,0.0015145874842847175,6.940655933313685e-5
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_C,Glycine betaine_13C-3 15N-1,7.96,4332677,0,284397,HILICPos,1,3,200605,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,4332677,122.093902,7.86,HILIC,3636,4329041,4329041,14009136281,3.090155533622223e-4,800,2,98,48,4.5695424208749476,0.20940105504009482,0.0014120596797988208,6.470818289784808e-5
Glycine betaine,200605_Smp_GBTFate2MT0-pos_A,Glycine betaine_13C-3 15N-1,7.51,NA,0,0,HILICPos,1,3,200605,Smp,GBTFate2MT0,pos,A,0,Fate2,comparable to blank,NA,too small,bad RT,something is wrong,0,122.093902,7.86,HILIC,3636,NA,0,1896092748,0,700,2,0.3,0,0.6581653957833515,0.030160684719396123,0,0
Glycine betaine,200605_Smp_GBTFate2MT0-pos_B,Glycine betaine_13C-3 15N-1,7.96,7955,0,4396,HILICPos,1,3,200605,Smp,GBTFate2MT0,pos,B,0,Fate2,ok,ok,ok,ok,all ok,7955,122.093902,7.86,HILIC,3636,4319,4319,1949568457,2.2153620635851313e-6,700,2,0.3,0,0.6843021363424275,0.03135841100012333,1.5159769928832743e-6,6.947023410398391e-8
Glycine betaine,200605_Smp_GBTFate2MT0-pos_C,Glycine betaine_13C-3 15N-1,8.05,21695,0,6294,HILICPos,1,3,200605,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,21695,122.093902,7.86,HILIC,3636,18059,18059,1358236514,1.3295917032017002e-5,700,2,0.3,0,0.47435566327627077,0.021737532384101574,6.306993542588691e-6,2.890204270597973e-7
Glycine betaine,200605_Smp_GBTFate2MT12-pos_A,Glycine betaine_13C-3 15N-1,7.92,523810,0,45557,HILICPos,1,3,200605,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,523810,122.093902,7.86,HILIC,3636,520174,520174,3866920690,1.345189213073827e-4,1900,2,13,7,1.2168564699758444,0.05576292004233492,1.6369021972706011e-4,7.5011678530447255e-6
Glycine betaine,200605_Smp_GBTFate2MT12-pos_B,Glycine betaine_13C-3 15N-1,7.98,724556,0,62878,HILICPos,1,3,200605,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,724556,122.093902,7.86,HILIC,3636,720920,720920,4805483349,1.5002028883317643e-4,1900,2,13,7,1.5187788803841433,0.06959863168622438,2.2784764630895749e-4,1.0441206827961246e-5
